National Drug Code,ahfscc,tee_code,route_admin,brand_indicator,rx_otc,last_chg_dt,brand_name,gpi,rx_group,drug_class,gen_nm,fd_drug_name,manufacturer_name,dosage_form,unit,strength,usc,usc_desc
527135301,280808,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,HYDROMORPHONE HCL,6.51E+13,ANALGESICS - OPIOID,OPIOID AGONISTS,HYDROMORPHONE HCL,HYDROMORPHONE HCL TAB 2 MG,LANNETT,TABLET,MG,2,2222,"MORPHINE/OPIUM,NON-INJ"
527135401,280808,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,HYDROMORPHONE HCL,6.51E+13,ANALGESICS - OPIOID,OPIOID AGONISTS,HYDROMORPHONE HCL,HYDROMORPHONE HCL TAB 4 MG,LANNETT,TABLET,MG,4,2222,"MORPHINE/OPIUM,NON-INJ"
527135501,280808,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,HYDROMORPHONE HCL,6.51E+13,ANALGESICS - OPIOID,OPIOID AGONISTS,HYDROMORPHONE HCL,HYDROMORPHONE HCL TAB 8 MG,LANNETT,TABLET,MG,8,2222,"MORPHINE/OPIUM,NON-INJ"
527137401,683604,BIOEQUIVALENCE RESOLVED,ORAL,TRADEMARK,RX,30-Dec-15,UNITHROID,2.81E+13,THYROID AGENTS,THYROID HORMONES,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM TAB 100 MCG,LANNETT,TABLET,MCG,100,72120,"THYROID HORMONE,SYNTH"
527138201,81228,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CLINDAMYCIN HCL,1.622E+13,ANTI-INFECTIVE AGENTS - MISC.,LINCOSAMIDES,CLINDAMYCIN HCL,CLINDAMYCIN HCL CAP 150 MG,LANNETT,CAPSULE,MG,150,15149,"MACROLIDES & RELATED,OTH"
527138301,81228,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CLINDAMYCIN HCL,1.622E+13,ANTI-INFECTIVE AGENTS - MISC.,LINCOSAMIDES,CLINDAMYCIN HCL,CLINDAMYCIN HCL CAP 300 MG,LANNETT,CAPSULE,MG,300,15149,"MACROLIDES & RELATED,OTH"
527138302,81228,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,CLINDAMYCIN HCL,1.622E+13,ANTI-INFECTIVE AGENTS - MISC.,LINCOSAMIDES,CLINDAMYCIN HCL,CLINDAMYCIN HCL CAP 300 MG,LANNETT,CAPSULE,MG,300,15149,"MACROLIDES & RELATED,OTH"
527139330,81604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,RIFAMPIN,9.00008E+12,ANTIMYCOBACTERIAL AGENTS,ANTIMYCOBACTERIAL AGENTS,RIFAMPIN,RIFAMPIN CAP 150 MG,LANNETT,CAPSULE,MG,150,74000,TUBERCULOSIS THERAPY
527139601,281608,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LOXAPINE,5.9154E+13,ANTIPSYCHOTICS/ANTIMANIC AGENTS,DIBENZAPINES,LOXAPINE SUCCINATE,LOXAPINE SUCCINATE CAP 25 MG,LANNETT,CAPSULE,MG,25,64190,"ANTIPSYCHOTICS,OTH"
527139701,281608,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LOXAPINE,5.9154E+13,ANTIPSYCHOTICS/ANTIMANIC AGENTS,DIBENZAPINES,LOXAPINE SUCCINATE,LOXAPINE SUCCINATE CAP 50 MG,LANNETT,CAPSULE,MG,50,64190,"ANTIPSYCHOTICS,OTH"
527141301,402820,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,HYDROCHLOROTHIAZIDE,3.76E+13,DIURETICS,THIAZIDES AND THIAZIDE-LIKE DIURETICS,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE TAB 25 MG,LANNETT,TABLET,MG,25,41110,"DIURETICS,THIAZIDE & REL"
527141310,402820,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,HYDROCHLOROTHIAZIDE,3.76E+13,DIURETICS,THIAZIDES AND THIAZIDE-LIKE DIURETICS,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE TAB 25 MG,LANNETT,TABLET,MG,25,41110,"DIURETICS,THIAZIDE & REL"
527141410,402820,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,HYDROCHLOROTHIAZIDE,3.76E+13,DIURETICS,THIAZIDES AND THIAZIDE-LIKE DIURETICS,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE TAB 50 MG,LANNETT,TABLET,MG,50,41110,"DIURETICS,THIAZIDE & REL"
527142636,280808,NO BIOEQUIVALENCE PROBLEMS,ORAL,GENERIC,RX,30-Dec-15,OXYCODONE HCL,6.51001E+13,ANALGESICS - OPIOID,OPIOID AGONISTS,OXYCODONE HCL,OXYCODONE HCL CONC 100 MG/5ML (20 MG/ML),LANNETT,CONCENTRATE,MG/5ML,100,2232,"CODEINE&COMB,NON-INJ"
527144501,282008,NO BIOEQUIVALENCE PROBLEMS,ORAL,GENERIC,RX,30-Dec-15,PHENTERMINE HCL,6.12001E+13,ADHD/ANTI-NARCOLEPSY/ANTI-OBESITY/ANOREXIANTS,ANOREXIANTS NON-AMPHETAMINE,PHENTERMINE HCL,PHENTERMINE HCL TAB 37.5 MG,LANNETT,TABLET,MG,37.5,18100,"ANTI-OBESITY,SYSTEMIC"
527147701,282008,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,DIETHYLPROPION HCL ER,6.12E+13,ADHD/ANTI-NARCOLEPSY/ANTI-OBESITY/ANOREXIANTS,ANOREXIANTS NON-AMPHETAMINE,DIETHYLPROPION HCL,DIETHYLPROPION HCL TAB SR 24HR 75 MG,LANNETT,TABLET EXTENDED RELEASE 24 HOUR,MG,75,18100,"ANTI-OBESITY,SYSTEMIC"
527155201,280804,NO BIOEQUIVALENCE PROBLEMS,ORAL,GENERIC,RX,30-Dec-15,BUTALBITAL/ASPIRIN/CAFFEINE,6.4991E+13,ANALGESICS - NONNARCOTIC,ANALGESIC COMBINATIONS,BUTALBITAL-ASPIRIN-CAFFEINE,BUTALBITAL-ASPIRIN-CAFFEINE CAP 50-325-40 MG,LANNETT,CAPSULE, ,0,2140,SALICYLATES AND RELATED
527163201,402816,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,TRIAMTERENE/HYDROCHLOROTHIAZIDE,3.799E+13,DIURETICS,DIURETIC COMBINATIONS,TRIAMTERENE & HYDROCHLOROTHIAZIDE,TRIAMTERENE & HYDROCHLOROTHIAZIDE CAP 37.5-25 MG,LANNETT,CAPSULE, ,0,41140,"DIURETICS,COMB"
527163210,402816,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,TRIAMTERENE/HYDROCHLOROTHIAZIDE,3.799E+13,DIURETICS,DIURETIC COMBINATIONS,TRIAMTERENE & HYDROCHLOROTHIAZIDE,TRIAMTERENE & HYDROCHLOROTHIAZIDE CAP 37.5-25 MG,LANNETT,CAPSULE, ,0,41140,"DIURETICS,COMB"
527163801,683604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,LEVOTHYROXINE SODIUM,2.81E+13,THYROID AGENTS,THYROID HORMONES,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM TAB 137 MCG,LANNETT,TABLET,MCG,137,72120,"THYROID HORMONE,SYNTH"
527169501,280892,NO BIOEQUIVALENCE PROBLEMS,ORAL,GENERIC,RX,30-Dec-15,BUTALBITAL/ACETAMINOPHEN/CAFFEINE,6.4991E+13,ANALGESICS - NONNARCOTIC,ANALGESIC COMBINATIONS,BUTALBITAL-ACETAMINOPHEN-CAFFEINE,BUTALBITAL-ACETAMINOPHEN-CAFFEINE TAB 50-325-40 MG,LANNETT,TABLET, ,0,2120,ACETAMINOPHEN
527169505,280892,NO BIOEQUIVALENCE PROBLEMS,ORAL,GENERIC,RX,30-Dec-15,BUTALBITAL/ACETAMINOPHEN/CAFFEINE,6.4991E+13,ANALGESICS - NONNARCOTIC,ANALGESIC COMBINATIONS,BUTALBITAL-ACETAMINOPHEN-CAFFEINE,BUTALBITAL-ACETAMINOPHEN-CAFFEINE TAB 50-325-40 MG,LANNETT,TABLET, ,0,2120,ACETAMINOPHEN
527170401,283604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,AMANTADINE HCL,7.32E+13,ANTIPARKINSON AGENTS,ANTIPARKINSON DOPAMINERGICS,AMANTADINE HCL,AMANTADINE HCL CAP 100 MG,LANNETT,CAPSULE,MG,100,20119,"ANTI-PARKINSON,OTH"
527174201,282008,NO BIOEQUIVALENCE PROBLEMS,ORAL,GENERIC,RX,30-Dec-15,PHENTERMINE HCL,6.12001E+13,ADHD/ANTI-NARCOLEPSY/ANTI-OBESITY/ANOREXIANTS,ANOREXIANTS NON-AMPHETAMINE,PHENTERMINE HCL,PHENTERMINE HCL CAP 15 MG,LANNETT,CAPSULE,MG,15,18100,"ANTI-OBESITY,SYSTEMIC"
536012285,280892,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,PAIN & FEVER CHILDRENS,6.42E+13,ANALGESICS - NONNARCOTIC,ANALGESICS OTHER,ACETAMINOPHEN,ACETAMINOPHEN SOLN 160 MG/5ML,RUGBY,SOLUTION,MG/5ML,160,2120,ACETAMINOPHEN
536012297,280892,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,PAIN & FEVER CHILDRENS,6.42E+13,ANALGESICS - NONNARCOTIC,ANALGESICS OTHER,ACETAMINOPHEN,ACETAMINOPHEN SOLN 160 MG/5ML,RUGBY,SOLUTION,MG/5ML,160,2120,ACETAMINOPHEN
536035501,561200,NOT RATED,ORAL,GENERIC,OTC,30-Dec-15,DOCUSATE SODIUM & SENNA STIMULANT,4.6991E+13,LAXATIVES,LAXATIVE COMBINATIONS,SENNOSIDES-DOCUSATE SODIUM,SENNOSIDES-DOCUSATE SODIUM TAB 8.6-50 MG,RUGBY,TABLET, ,0,56110,FECAL SOFTENER W/STIM
536035510,561200,NOT RATED,ORAL,GENERIC,OTC,30-Dec-15,DOCUSATE SODIUM & SENNA STIMULANT,4.6991E+13,LAXATIVES,LAXATIVE COMBINATIONS,SENNOSIDES-DOCUSATE SODIUM,SENNOSIDES-DOCUSATE SODIUM TAB 8.6-50 MG,RUGBY,TABLET, ,0,56110,FECAL SOFTENER W/STIM
536059085,561200,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,DIOCTO,4.65E+13,LAXATIVES,SURFACTANT LAXATIVES,DOCUSATE SODIUM,DOCUSATE SODIUM LIQUID 150 MG/15ML,RUGBY,LIQUID,MG/5ML,50,56120,FECAL SOFTENER W/O STIM
536065085,200404,NOT RATED,ORAL,GENERIC,OTC,30-Dec-15,FERROUS SULFATE,8.23E+13,HEMATOPOIETIC AGENTS,IRON,FERROUS SULFATE,FERROUS SULFATE LIQUID 220 MG/5ML (44 MG/5ML ELEMENTAL FE),RUGBY,LIQUID,MG/5ML,220,48111,"FERROUS,IRON ALONE"
536077085,40404,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,DIPHENHIST,4.12E+13,ANTIHISTAMINES,ANTIHISTAMINES - ETHANOLAMINES,DIPHENHYDRAMINE HCL,DIPHENHYDRAMINE HCL LIQUID 12.5 MG/5ML,RUGBY,LIQUID,MG/5ML,12.5,14100,ANTIHISTAMINES ALONE
536077097,40404,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,DIPHENHIST,4.12E+13,ANTIHISTAMINES,ANTIHISTAMINES - ETHANOLAMINES,DIPHENHYDRAMINE HCL,DIPHENHYDRAMINE HCL LIQUID 12.5 MG/5ML,RUGBY,LIQUID,MG/5ML,12.5,14100,ANTIHISTAMINES ALONE
536082585,481600,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,COUGH SYRUP,4.32E+13,COUGH/COLD/ALLERGY,EXPECTORANTS,GUAIFENESIN,GUAIFENESIN SYRUP 100 MG/5ML,RUGBY,SYRUP,MG/5ML,100,14400,EXPECTORANTS ALONE
536082597,481600,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,COUGH SYRUP,4.32E+13,COUGH/COLD/ALLERGY,EXPECTORANTS,GUAIFENESIN,GUAIFENESIN SYRUP 100 MG/5ML,RUGBY,SYRUP,MG/5ML,100,14400,EXPECTORANTS ALONE
536093586,401200,NOT RATED,ORAL,TRADEMARK,OTC,30-Dec-15,ORALYTE,7.9991E+13,MINERALS & ELECTROLYTES,ELECTROLYTE MIXTURES,ORAL ELECTROLYTES,ORAL ELECTROLYTE SOLUTION,RUGBY,SOLUTION, ,0, , 
536093686,401200,NOT RATED,ORAL,TRADEMARK,OTC,30-Dec-15,ORALYTE,7.9991E+13,MINERALS & ELECTROLYTES,ELECTROLYTE MIXTURES,ORAL ELECTROLYTES,ORAL ELECTROLYTE SOLUTION,RUGBY,SOLUTION, ,0, , 
536097085,480800,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,EXTRA ACTION COUGH,4.3997E+13,COUGH/COLD/ALLERGY,COUGH/COLD/ALLERGY COMBINATIONS,DEXTROMETHORPHAN-GUAIFENESIN,DEXTROMETHORPHAN-GUAIFENESIN SYRUP 10-100 MG/5ML,RUGBY,SYRUP, ,0, , 
536097097,480800,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,EXTRA ACTION COUGH,4.3997E+13,COUGH/COLD/ALLERGY,COUGH/COLD/ALLERGY COMBINATIONS,DEXTROMETHORPHAN-GUAIFENESIN,DEXTROMETHORPHAN-GUAIFENESIN SYRUP 10-100 MG/5ML,RUGBY,SYRUP, ,0, , 
536100441,280804,NOT RATED,ORAL,GENERIC,OTC,30-Dec-15,ASPIRIN,6.41E+13,ANALGESICS - NONNARCOTIC,SALICYLATES,ASPIRIN,ASPIRIN TAB DELAYED RELEASE 81 MG,RUGBY,TABLET DELAYED RELEASE,MG,81,2140,SALICYLATES AND RELATED
536135501,561200,NOT RATED,RECTAL,GEN BRAND,OTC,30-Dec-15,LAXATIVE,4.62E+13,LAXATIVES,STIMULANT LAXATIVES,BISACODYL,BISACODYL SUPPOS 10 MG,RUGBY,SUPPOSITORY,MG,10,56200,IRRITANT-STIMULANT LAX
536135512,561200,NOT RATED,RECTAL,GEN BRAND,OTC,30-Dec-15,LAXATIVE,4.62E+13,LAXATIVES,STIMULANT LAXATIVES,BISACODYL,BISACODYL SUPPOS 10 MG,RUGBY,SUPPOSITORY,MG,10,56200,IRRITANT-STIMULANT LAX
536136223,129200,NOT RATED,MOUTH/THROAT,GENERIC,OTC,30-Dec-15,NICOTINE POLACRILEX,6.21E+13,PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS - MISC.,SMOKING DETERRENTS,NICOTINE POLACRILEX,NICOTINE POLACRILEX GUM 2 MG,RUGBY,GUM,MG,2,69000,SMOKING DETERRENTS
536174585,40000,NO BIOEQUIVALENCE PROBLEMS,ORAL,GENERIC,RX,28-Jul-98,PROMETHAZINE HCL,4.14E+13,ANTIHISTAMINES,ANTIHISTAMINES - PHENOTHIAZINES,PROMETHAZINE HCL,PROMETHAZINE HCL SYRUP 6.25 MG/5ML,RUGBY,SYRUP,MG/5ML,6.25, , 
536187579,561200,NOT RATED,ORAL,TRADEMARK,OTC,30-Dec-15,REGULOID,4.63E+13,LAXATIVES,BULK LAXATIVES,PSYLLIUM,PSYLLIUM POWDER 58.6%,RUGBY,POWDER,%,58.6, , 
536193672,280892,NOT RATED,ORAL,GEN BRAND,OTC,27-Mar-14,CHILDRENS PAIN/FEVER,6.42E+13,ANALGESICS - NONNARCOTIC,ANALGESICS OTHER,ACETAMINOPHEN,ACETAMINOPHEN SUSP 80 MG/0.8ML,RUGBY,SUSPENSION,MG/0.8ML,80,2120,ACETAMINOPHEN
536197072,529200,NOT RATED,OPHTHALMIC,GEN BRAND,OTC,30-Dec-15,ARTIFICIAL TEARS,8.62001E+13,OPHTHALMIC AGENTS,ARTIFICIAL TEARS AND LUBRICANTS,POLYVINYL ALCOHOL,POLYVINYL ALCOHOL OPHTH SOLN 1.4%,RUGBY,SOLUTION,%,1.4,61210,ARTIFICIAL TEARS
536199553,840492,NOT RATED,EXTERNAL,GEN BRAND,OTC,30-Dec-15,ANTI-DANDRUFF SHAMPOO,9.03001E+13,DERMATOLOGICALS,ANTISEBORRHEIC PRODUCTS,SELENIUM SULFIDE,SELENIUM SULFIDE LOTION 1%,RUGBY,SHAMPOO,%,1,37610,ANTI-DANDRUFF
536222075,561000,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,GAS RELIEF,5.22E+13,GASTROINTESTINAL AGENTS - MISC.,ANTIFLATULENTS,SIMETHICONE,SIMETHICONE SUSP 40 MG/0.6ML,RUGBY,SUSPENSION,MG/0.3ML,20,5300,ANTIFLATULENTS
536250676,529200,NOT RATED,NASAL,GEN BRAND,OTC,30-Dec-15,SALINE MIST,4.25E+13,NASAL AGENTS - SYSTEMIC AND TOPICAL,NASAL AGENTS - MISC.,SALINE,SALINE NASAL SPRAY 0.65%,RUGBY,SOLUTION,%,0.65,78800,"MISCELLANEOUS,OTH"
536277085,401200,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,CALCIONATE,7.91E+13,MINERALS & ELECTROLYTES,CALCIUM,CALCIUM GLUBIONATE,CALCIUM GLUBIONATE SYRUP 1.8 GM/5ML,RUGBY,SYRUP,GM/5ML,1.8, , 
536300094,520492,NOT RATED,OTIC,GEN BRAND,OTC,30-Dec-15,EARWAX TREATMENT DROPS,8.74E+13,OTIC AGENTS,OTIC AGENTS - MISCELLANEOUS,CARBAMIDE PEROXIDE (OTIC),CARBAMIDE PEROXIDE 6.5% OTIC SOLN,RUGBY,SOLUTION,%,6.5,62400,OTIC CERUMEN SOFTENER
536302923,129200,NOT RATED,MOUTH/THROAT,GENERIC,OTC,30-Dec-15,NICOTINE POLACRILEX,6.21E+13,PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS - MISC.,SMOKING DETERRENTS,NICOTINE POLACRILEX,NICOTINE POLACRILEX GUM 2 MG,RUGBY,GUM,MG,2,69000,SMOKING DETERRENTS
536308610,280804,NOT RATED,ORAL,GENERIC,OTC,30-Dec-15,ASPIRIN EC,6.41E+13,ANALGESICS - NONNARCOTIC,SALICYLATES,ASPIRIN,ASPIRIN TAB DELAYED RELEASE 81 MG,RUGBY,TABLET DELAYED RELEASE,MG,81,2140,SALICYLATES AND RELATED
536308641,280804,NOT RATED,ORAL,GENERIC,OTC,30-Dec-15,ASPIRIN EC,6.41E+13,ANALGESICS - NONNARCOTIC,SALICYLATES,ASPIRIN,ASPIRIN TAB DELAYED RELEASE 81 MG,RUGBY,TABLET DELAYED RELEASE,MG,81,2140,SALICYLATES AND RELATED
536311201,129200,NOT RATED,MOUTH/THROAT,GENERIC,OTC,30-Dec-15,NICOTINE POLACRILEX,6.21E+13,PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS - MISC.,SMOKING DETERRENTS,NICOTINE POLACRILEX,NICOTINE POLACRILEX GUM 2 MG,RUGBY,GUM,MG,2,69000,SMOKING DETERRENTS
536321801,280892,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,PAIN & FEVER EXTRA STRENGTH,6.42E+13,ANALGESICS - NONNARCOTIC,ANALGESICS OTHER,ACETAMINOPHEN,ACETAMINOPHEN TAB 500 MG,RUGBY,TABLET,MG,500,2120,ACETAMINOPHEN
536321810,280892,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,PAIN & FEVER EXTRA STRENGTH,6.42E+13,ANALGESICS - NONNARCOTIC,ANALGESICS OTHER,ACETAMINOPHEN,ACETAMINOPHEN TAB 500 MG,RUGBY,TABLET,MG,500,2120,ACETAMINOPHEN
536322201,280892,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,PAIN & FEVER,6.42E+13,ANALGESICS - NONNARCOTIC,ANALGESICS OTHER,ACETAMINOPHEN,ACETAMINOPHEN TAB 325 MG,RUGBY,TABLET,MG,325,2120,ACETAMINOPHEN
536322210,280892,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,PAIN & FEVER,6.42E+13,ANALGESICS - NONNARCOTIC,ANALGESICS OTHER,ACETAMINOPHEN,ACETAMINOPHEN TAB 325 MG,RUGBY,TABLET,MG,325,2120,ACETAMINOPHEN
536323101,280892,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,PAIN & FEVER EXTRA STRENGTH,6.42E+13,ANALGESICS - NONNARCOTIC,ANALGESICS OTHER,ACETAMINOPHEN,ACETAMINOPHEN TAB 500 MG,RUGBY,TABLET,MG,500,2120,ACETAMINOPHEN
536323110,280892,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,PAIN & FEVER EXTRA STRENGTH,6.42E+13,ANALGESICS - NONNARCOTIC,ANALGESICS OTHER,ACETAMINOPHEN,ACETAMINOPHEN TAB 500 MG,RUGBY,TABLET,MG,500,2120,ACETAMINOPHEN
536323307,280892,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,PAIN & FEVER CHILDRENS,6.42E+13,ANALGESICS - NONNARCOTIC,ANALGESICS OTHER,ACETAMINOPHEN,ACETAMINOPHEN CHEW TAB 80 MG,RUGBY,TABLET CHEWABLE,MG,80,2120,ACETAMINOPHEN
536329736,280804,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,CHILDRENS ASPIRIN,6.41E+13,ANALGESICS - NONNARCOTIC,SALICYLATES,ASPIRIN,ASPIRIN CHEW TAB 81 MG,RUGBY,TABLET CHEWABLE,MG,81,2140,SALICYLATES AND RELATED
536330501,280804,NOT RATED,ORAL,GENERIC,OTC,30-Dec-15,ASPIRIN,6.41E+13,ANALGESICS - NONNARCOTIC,SALICYLATES,ASPIRIN,ASPIRIN TAB 325 MG,RUGBY,TABLET,MG,325,2140,SALICYLATES AND RELATED
536331301,280804,NOT RATED,ORAL,GENERIC,OTC,30-Dec-15,ASPIRIN EC,6.41E+13,ANALGESICS - NONNARCOTIC,SALICYLATES,ASPIRIN,ASPIRIN TAB DELAYED RELEASE 325 MG,RUGBY,TABLET DELAYED RELEASE,MG,325,2140,SALICYLATES AND RELATED
536331310,280804,NOT RATED,ORAL,GENERIC,OTC,30-Dec-15,ASPIRIN EC,6.41E+13,ANALGESICS - NONNARCOTIC,SALICYLATES,ASPIRIN,ASPIRIN TAB DELAYED RELEASE 325 MG,RUGBY,TABLET DELAYED RELEASE,MG,325,2140,SALICYLATES AND RELATED
536333401,881600,NOT RATED,ORAL,GENERIC,OTC,30-Dec-15,VITAMIN D-1000,7.7202E+13,VITAMINS,OIL SOLUBLE VITAMINS,CHOLECALCIFEROL,CHOLECALCIFEROL TAB 1000 UNIT,RUGBY,TABLET,UNIT,1000,76340,VITAMIN D
536338101,561200,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,STIMULANT LAXATIVE,4.62E+13,LAXATIVES,STIMULANT LAXATIVES,BISACODYL,BISACODYL TAB DELAYED RELEASE 5 MG,RUGBY,TABLET DELAYED RELEASE,MG,5,56200,IRRITANT-STIMULANT LAX
536338701,129200,NOT RATED,MOUTH/THROAT,GENERIC,OTC,30-Dec-15,NICOTINE POLACRILEX,6.21E+13,PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS - MISC.,SMOKING DETERRENTS,NICOTINE POLACRILEX,NICOTINE POLACRILEX GUM 4 MG,RUGBY,GUM,MG,4,69000,SMOKING DETERRENTS
536341410,560400,NOT RATED,ORAL,GENERIC,OTC,30-Dec-15,CALCIUM CARBONATE,4.83E+13,ANTACIDS,ANTACIDS - CALCIUM SALTS,CALCIUM CARBONATE (ANTACID),CALCIUM CARBONATE (ANTACID) TAB 648 MG,RUGBY,TABLET,MG,648,60500,CALCIUM SUPPLEMENTS
536342408,401200,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,CALCIUM 600-D,7.91099E+13,MINERALS & ELECTROLYTES,CALCIUM,CALCIUM CARBONATE-VITAMIN D,CALCIUM CARBONATE-VITAMIN D TAB 600 MG-400 UNIT,RUGBY,TABLET, ,0,60500,CALCIUM SUPPLEMENTS
536344238,882800,NOT RATED,ORAL,TRADEMARK,OTC,30-Dec-15,CEROVITE ADVANCED FORMULA,7.831E+13,MULTIVITAMINS,MULTIPLE VITAMINS W/ MINERALS,MULTIPLE VITAMINS W/ MINERALS,MULTIPLE VITAMINS W/ MINERALS TAB,RUGBY,TABLET, ,0, , 
536344801,882800,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,CHEWABLE VITE CHILDRENS,7.8412E+13,MULTIVITAMINS,PEDIATRIC MULTIPLE VITAMINS,PEDIATRIC MULTIPLE VITAMIN W/ C & FA,PEDIATRIC MULTIPLE VITAMIN W/ C & FA CHEW TAB,RUGBY,TABLET CHEWABLE, ,0, , 
536346701,40420,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,ALLER-CHLOR,4.11E+13,ANTIHISTAMINES,ANTIHISTAMINES - ALKYLAMINES,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE TAB 4 MG,RUGBY,TABLET,MG,4,14100,ANTIHISTAMINES ALONE
536346710,40420,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,ALLER-CHLOR,4.11E+13,ANTIHISTAMINES,ANTIHISTAMINES - ALKYLAMINES,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE TAB 4 MG,RUGBY,TABLET,MG,4,14100,ANTIHISTAMINES ALONE
536352141,401200,NOT RATED,ORAL,GENERIC,OTC,30-Dec-15,MAGNESIUM OXIDE,7.94E+13,MINERALS & ELECTROLYTES,MAGNESIUM,MAGNESIUM OXIDE (MG SUPPLEMENT),MAGNESIUM OXIDE TAB 400 MG (240 MG ELEMENTAL MG),RUGBY,TABLET,MG,400,5100,"ANTACIDS, PLAIN"
536354201,880800,NOT RATED,ORAL,GENERIC,OTC,30-Dec-15,VITAMIN B-12,8.21E+13,HEMATOPOIETIC AGENTS,COBALAMINS,CYANOCOBALAMIN,CYANOCOBALAMIN TAB 100 MCG,RUGBY,TABLET,MCG,100,48130,VITAMIN B12
536354601,882800,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,DAILY-VITE/IRON/BETA-CAROTENE,7.821E+13,MULTIVITAMINS,MULTIPLE VITAMINS W/ IRON,MULTIPLE VITAMINS W/ IRON,MULTIPLE VITAMINS W/ IRON TAB,RUGBY,TABLET, ,0, , 
536354610,882800,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,DAILY-VITE/IRON/BETA-CAROTENE,7.821E+13,MULTIVITAMINS,MULTIPLE VITAMINS W/ IRON,MULTIPLE VITAMINS W/ IRON,MULTIPLE VITAMINS W/ IRON TAB,RUGBY,TABLET, ,0, , 
536354701,882800,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,DAILY VITE,7.82E+13,MULTIVITAMINS,MULTIVITAMINS,MULTIPLE VITAMIN,MULTIPLE VITAMIN TAB,RUGBY,TABLET, ,0, , 
536354710,882800,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,DAILY VITE,7.82E+13,MULTIVITAMINS,MULTIVITAMINS,MULTIPLE VITAMIN,MULTIPLE VITAMIN TAB,RUGBY,TABLET, ,0, , 
